dist,episode_num,reward
735,224,240.5952
722,225,229.8543
284,226,203.0943
722,227,192.292
722,228,195.4836
721,229,194.6243
898,230,205.4265
677,231,229.5474
722,232,229.5474
722,233,229.5474
279,234,202.4191
293,235,165.2864
700,236,166.6981
846,237,174.3087
898,238,185.111
695,239,210.6435
292,240,210.5821
722,241,211.9324
863,242,212.9758
294,243,175.9045
787,244,181.5511
1138,245,233.4755
898,246,244.2777
722,247,235.6237
1421,248,304.7948
711,249,300.1302
722,250,274.5976
692,251,261.9541
698,252,260.4811
269,253,189.7756
722,254,190.4507
256,255,161.8493
680,256,161.1128
887,257,172.713
722,258,200.5164
721,259,200.4551
678,260,226.3559
292,261,202.5418
716,262,192.0465
720,263,191.9237
722,264,191.9851
882,265,204.5059
836,266,237.8946
286,267,211.5028
1139,268,237.2195
721,269,237.1581
293,270,201.0074
258,271,165.5319
722,272,192.292
668,273,163.3837
894,274,174.0018
291,275,173.8791
291,276,175.9045
701,277,174.6156
722,278,177.9299
285,279,140.5518
869,280,176.0273
294,281,176.2114
670,282,174.3088
722,283,174.3088
686,284,198.9207
720,285,189.7756
789,286,220.1569
722,287,223.3484
676,288,220.5251
897,289,233.4755
722,290,233.5983
679,291,226.8469
721,292,226.7855
229,293,199.3503
722,294,188.6094
291,295,162.1562
722,296,164.7954
287,297,138.1581
282,298,141.411
722,299,141.411
719,300,167.6801
272,301,140.0608
722,302,166.7595
293,303,167.4346
289,304,140.8587
722,305,141.0428
291,306,142.2089
813,307,147.7942
722,308,174.1246
898,309,211.5028
1411,310,253.7911
720,311,280.1215
1469,312,320.3844
722,313,320.3844
897,314,320.323
1129,315,303.0149
898,316,313.9399
898,317,278.894
226,318,248.4513
288,319,211.0732
294,320,159.8239
1131,321,174.1246
897,322,174.0632
898,323,215.3081
722,324,241.9455
656,325,264.1637
649,326,234.5803
289,327,197.2635
722,328,186.4613
281,329,159.3943
722,330,163.4451
722,331,167.9256
721,332,194.4402
666,333,191.0031
294,334,191.801
293,335,165.4705
675,336,162.5859
288,337,136.0099
3253,338,294.7905
262,339,292.8264
722,340,319.1569
722,341,322.0415
722,342,348.6789
722,343,193.3354
898,344,232.3707
721,345,232.3094
898,346,243.1116
295,347,216.9039
722,348,216.9039
797,349,210.7049
898,350,221.5685
224,351,180.2009
722,352,206.4086
293,353,180.0781
722,354,175.4749
721,355,164.6113
277,356,167.8642
722,357,167.8642
676,358,191.3714
898,359,202.1736
861,360,210.7663
722,361,238.0787
898,362,248.88099999999997
898,363,262.5065
722,364,251.7043
291,365,216.7198
678,366,214.0192
720,367,203.0942
721,368,192.2306
722,369,192.2306
664,370,215.12400000000002
722,371,217.8245
722,372,217.9473
898,373,228.8109
898,374,239.6132
286,375,216.4129
721,376,216.3515
722,377,216.3515
285,378,178.7278
679,379,165.2864
292,380,165.6547
722,381,165.7161
722,382,165.7161
705,383,191.4941
722,384,194.1333
799,385,225.2511
285,386,198.4296
722,387,198.4296
719,388,199.2889
722,389,199.2889
721,390,194.5016
294,391,195.0539
658,392,191.1259
294,393,165.0409
888,394,175.2294
288,395,148.6534
720,396,174.7997
897,397,189.4687
722,398,215.7377
898,399,216.3515
292,400,216.597
296,401,190.5735
683,402,177.4389
722,403,177.4389
295,404,140.429
722,405,166.8208
722,406,192.9671
291,407,168.9076
722,408,168.9076
721,409,195.0539
258,410,166.5753
898,411,177.3775
287,412,177.132
722,413,177.132
280,414,150.0651
289,415,151.9678
897,416,151.9064
226,417,148.1624
898,418,158.9647
804,419,191.1259
292,420,191.31
663,421,176.9479
294,422,181.1215
722,423,170.3193
722,424,165.2864
722,425,191.6782
676,426,192.4761
289,427,192.1693
674,428,189.2232
888,429,199.4117
294,430,173.1426
722,431,175.9659
722,432,202.5418
275,433,178.0527
721,434,167.8028
283,435,167.1277
722,436,167.1277
722,437,167.1277
293,438,168.2325
293,439,141.9634
857,440,177.1934
252,441,148.3466
295,442,122.1389
898,443,159.2716
722,444,185.602
722,445,177.3162
722,446,206.1631
898,447,243.173
256,448,203.7694
722,449,203.7694
288,450,177.1321
707,451,176.2114
686,452,163.1996
721,453,191.7396
294,454,165.4706
898,455,202.9101
722,456,203.8308
884,457,215.9833
898,458,226.8469
669,459,249.863
722,460,239.0608
293,461,212.7303
722,462,202.7874
809,463,197.3249
722,464,200.5778
898,465,211.38
290,466,211.1959
898,467,221.9982
719,468,216.4743
1128,469,241.3931
898,470,241.3931
722,471,267.9076
722,472,257.1054
722,473,257.2895
672,474,229.3019
289,475,191.9237
898,476,202.726
282,477,175.7204
720,478,175.5976
681,479,176.15
292,480,176.3342
701,481,164.243
722,482,191.2486
706,483,190.3893
295,484,166.6981
722,485,193.0899
722,486,194.3788
295,487,168.1711
842,488,176.5183
289,489,176.15
722,490,176.15
664,491,172.5902
287,492,172.0992
722,493,164.734
720,494,191.1872
686,495,188.9777
898,496,203.3397
249,497,201.0074
797,498,205.6107
722,499,205.7334
281,500,180.87599999999998
721,501,170.0124
722,502,199.0434
722,503,194.4402
722,504,194.4402
720,505,221.3844
662,506,217.7632
293,507,191.4327
722,508,191.4327
264,509,163.3224
273,510,135.8872
844,511,147.0577
837,512,180.4464
292,513,154.0546
722,514,182.1649
296,515,183.5766
898,516,186.8909
294,517,153.5635
721,518,179.894
674,519,176.9479
261,520,174.7998
898,521,174.7998
722,522,201.0688
721,523,201.0688
668,524,200.7006
722,525,228.995
811,526,223.6553
293,527,197.3249
280,528,170.2579
722,529,173.5722
853,530,181.6125
296,531,150.0037
677,532,173.5722
809,533,206.0403
226,534,175.5976
290,535,141.0428
289,536,140.6131
722,537,143.3751
898,538,148.8376
292,539,152.8884
897,540,190.1438
897,541,227.4606
284,542,200.5778
898,543,200.5778
866,544,235.8078
896,545,235.7465
898,546,235.8078
722,547,262.6907
721,548,251.827
721,549,242.9275
694,550,230.5294
294,551,193.4581
1140,552,219.1134
722,553,219.1748
898,554,230.0384
290,555,205.2424
292,556,205.1197
867,557,188.3639
722,558,188.3639
722,559,177.5617
722,560,204.0762
722,561,230.4681
295,562,195.3608
722,563,195.3608
722,564,195.3608
1421,565,238.2629
721,566,238.2015
721,567,264.3478
296,568,238.2015
718,569,237.956
293,570,168.7235
722,571,168.7849
721,572,168.7849
290,573,168.4166
722,574,168.6621
295,575,168.7849
687,576,166.6367
721,577,166.6367
898,578,203.9535
665,579,200.4551
898,580,237.465
898,581,250.4154
898,582,261.279
884,583,260.4197
825,584,270.2399
287,585,232.739
722,586,221.9368
898,587,221.9368
691,588,210.0911
293,589,177.4389
805,590,209.2319
721,591,209.1705
287,592,171.6696
722,593,173.5722
722,594,199.9027
844,595,202.2963
722,596,202.3577
291,597,202.6032
693,598,200.8233
843,599,208.2498
852,600,208.7408
722,601,208.7408
722,602,235.19400000000002
898,603,247.7762
722,604,240.3497
721,605,232.3094
722,606,232.3094
722,607,232.3094
721,608,221.4457
682,609,218.9907
869,610,228.0744
297,611,201.9894
721,612,201.9281
898,613,212.7917
722,614,215.2467
884,615,216.1674
294,616,215.9833
722,617,216.0446
898,618,216.0446
898,619,226.8469
722,620,216.9039
722,621,243.173
668,622,239.8587
722,623,229.0564
288,624,191.6169
898,625,202.4191
693,626,200.6392
290,627,177.4389
290,628,150.9244
293,629,151.2313
294,630,114.16
656,631,111.889
296,632,112.2573
1410,633,180.9987
721,634,207.2678
251,635,204.6286
722,636,208.6795
683,637,232.4321
722,638,190.2052
261,639,161.9721
722,640,190.8803
721,641,190.819
803,642,198.1841
721,643,198.1227
722,644,226.4172
1138,645,251.9498
255,646,223.3484
295,647,192.1692
722,648,192.2306
280,649,165.1023
1131,650,164.6727
722,651,193.3354
293,652,193.2126
290,653,166.6981
722,654,193.8264
722,655,168.7235
898,656,179.5257
720,657,205.7334
722,658,232.248
662,659,228.5654
668,660,225.2511
827,661,220.8934
267,662,193.0899
721,663,193.0285
722,664,196.7111
722,665,200.0254
686,666,191.3714
293,667,192.9671
293,668,166.6981
704,669,165.5933
815,670,171.3013
858,671,181.858
825,672,214.5102
293,673,214.5102
295,674,189.4073
898,675,194.5016
712,676,185.5406
721,677,179.1575
670,678,202.2964
722,679,228.504
722,680,217.7018
262,681,190.0825
722,682,190.1438
269,683,165.5319
722,684,165.5319
291,685,139.0787
722,686,167.3118
721,687,167.2504
721,688,194.9925
293,689,168.6621
722,690,195.1153
696,691,193.5195
708,692,192.7216
702,693,191.5555
293,694,191.5555
722,695,191.5555
287,696,166.4526
226,697,136.8692
721,698,138.0353
721,699,164.3044
721,700,164.243
898,701,201.7439
289,702,205.6107
677,703,202.9101
862,704,211.5642
721,705,211.5642
721,706,200.7005
898,707,238.0787
1411,708,283.1289
720,709,274.4135
898,710,285.2771
295,711,259.1308
719,712,248.1445
814,713,211.5028
297,714,185.5406
722,715,174.7384
721,716,200.8847
896,717,211.7483
294,718,179.8326
722,719,205.9175
722,720,205.9175
701,721,204.69
722,722,194.0105
897,723,231.0205
220,724,200.2095
286,725,173.4495
686,726,172.5288
287,727,145.8301
819,728,141.0428
794,729,176.2728
722,730,203.0329
293,731,178.912
292,732,179.2188
721,733,173.204
722,734,168.7849
291,735,142.3317
676,736,165.8388
238,737,162.5245
823,738,168.7849
898,739,179.5871
898,740,216.8425
296,741,193.5195
721,742,223.1643
722,743,216.9653
286,744,179.403
681,745,166.0843
898,746,203.0329
798,747,207.7588
812,748,213.2827
671,749,236.9126
898,750,250.2312
898,751,250.2312
722,752,245.5666
722,753,240.0428
722,754,243.173
897,755,243.1116
897,756,243.0502
722,757,243.0502
721,758,242.9888
851,759,250.9064
277,760,212.8531
292,761,175.7204
837,762,182.7787
722,763,182.84
659,764,171.0558
721,765,198.3069
792,766,228.995
1125,767,246.6714
294,768,220.4024
820,769,230.2839
670,770,227.1538
720,771,222.7347
898,772,208.8022
897,773,245.8122
898,774,250.5995
722,775,253.7911
898,776,264.7161
722,777,253.9138
722,778,243.173
669,779,229.1178
898,780,239.92
722,781,229.1178
701,782,227.8289
722,783,227.8289
678,784,228.3813
722,785,217.579
898,786,228.3813
294,787,203.4011
722,788,203.4011
722,789,206.1017
722,790,206.1017
722,791,195.2994
685,792,219.2976
665,793,215.7991
721,794,215.7378
898,795,226.54
897,796,237.2809
722,797,239.5518
898,798,253.8525
702,799,252.6863
677,800,239.1221
679,801,225.7421
294,802,199.47299999999998
722,803,188.6708
275,804,162.4631
722,805,165.225
267,806,139.938
897,807,176.9479
721,808,176.8865
888,809,214.5102
701,810,213.2213
719,811,240.9634
722,812,230.2226
680,813,227.7061
788,814,221.5685
722,815,222.8574
722,816,223.0415
898,817,233.8438
288,818,209.7843
721,819,205.672
722,820,205.672
1125,821,230.4067
820,822,225.6193
898,823,263.0589
821,824,269.1965
722,825,269.1965
721,826,244.4005
721,827,238.3242
823,828,233.72099999999998
722,829,227.6447
2667,830,347.0217
660,831,343.2777
709,832,342.5412
825,833,342.664
669,834,339.411
662,835,216.3515
674,836,217.2108
668,837,214.6944
898,838,219.1748
659,839,218.5611
296,840,196.0973
722,841,199.0434
722,842,202.3577
710,843,190.819
294,844,168.4166
722,845,194.5629
722,846,194.5629
722,847,194.5629
855,848,203.4625
827,849,236.1761
897,850,246.9169
690,851,244.9529
294,852,218.6838
721,853,210.4594
281,854,176.9479
886,855,176.2728
709,856,177.4389
722,857,203.708
722,858,203.7694
720,859,230.7136
897,860,231.3887
662,861,228.504
1136,862,253.9138
790,863,258.0874
291,864,231.757
274,865,193.5195
722,866,197.2021
296,867,145.64600000000004
721,868,141.411
225,869,137.3602
708,870,163.9975
297,871,137.9126
662,872,160.3763
722,873,160.4377
990,874,207.3906
722,875,208.2498
296,876,208.1885
292,877,185.4792
721,878,185.4178
295,879,142.7613
291,880,116.3081
290,881,115.9399
722,882,142.3317
295,883,116.1854
292,884,116.0012
722,885,142.4544
880,886,178.6665
720,887,178.5437
734,888,205.4879
841,889,239.1835
898,890,249.9857
722,891,240.2883
721,892,240.3497
898,893,250.4154
722,894,243.1116
703,895,231.1432
3254,896,386.5481
288,897,359.9721
284,898,322.2871
722,899,322.2871
719,900,323.2691
295,901,141.6566
719,902,168.1098
722,903,194.9926
722,904,194.9926
721,905,195.1153
855,906,229.4861
718,907,229.4247
885,908,239.429
259,909,211.0118
898,910,221.8754
671,911,210.5821
721,912,210.7663
898,913,211.5642
722,914,239.9814
290,915,202.6646
897,916,216.5357
291,917,190.1438
296,918,153.1953
721,919,153.1339
293,920,153.31799999999996
722,921,142.5772
722,922,169.0304
698,923,193.7036
721,924,193.7036
271,925,192.3534
722,926,192.3534
669,927,189.1004
721,928,190.5121
722,929,190.5735
691,930,216.3515
291,931,189.8983
295,932,166.9436
295,933,140.7973
293,934,114.4668
293,935,90.0391
709,936,115.6944
722,937,141.90200000000004
722,938,168.1097
898,939,205.2424
722,940,231.5728
721,941,232.3094
898,942,243.1116
722,943,243.1116
898,944,243.1116
289,945,216.5357
265,946,188.5481
722,947,177.7458
294,948,151.4768
897,949,151.4154
276,950,150.6175
294,951,152.3974
662,952,148.7148
722,953,174.9839
272,954,136.6237
722,955,163.9975
897,956,201.0074
841,957,211.9938
722,958,211.9938
722,959,239.6131
898,960,250.4154
722,961,239.6745
898,962,243.173
722,963,243.173
898,964,253.9752
898,965,253.9752
1411,966,296.2635
898,967,296.2635
722,968,296.2635
722,969,285.4613
722,970,274.659
721,971,232.3094
267,972,193.5809
696,973,191.9851
722,974,191.9851
722,975,191.9851
722,976,192.0465
276,977,192.5989
722,978,194.1947
898,979,204.9969
722,980,204.9969
722,981,204.9969
292,982,205.9789
1201,983,235.3782
800,984,229.3633
722,985,229.3633
295,986,203.1556
802,987,234.4575
722,988,205.0583
294,989,174.0019
834,990,180.87599999999998
852,991,215.0626
721,992,210.0911
292,993,183.6993
254,994,181.2442
294,995,148.101
291,996,113.6689
898,997,124.5325
720,998,150.8016
676,999,176.7024
721,1000,202.9101
722,1001,229.3633
848,1002,226.2945
253,1003,197.6317
292,1004,174.0632
668,1005,170.8103
282,1006,143.8047
295,1007,109.8636
898,1008,149.4513
722,1009,175.8432
720,1010,179.0347
897,1011,216.7812
722,1012,242.9888
295,1013,205.9789
293,1014,179.6485
722,1015,179.7712
722,1016,169.0304
890,1017,179.3416
284,1018,178.6665
898,1019,215.7991
288,1020,189.1618
819,1021,195.1153
848,1022,192.5375
722,1023,219.4203
720,1024,208.4953
295,1025,208.925
722,1026,202.9715
721,1027,195.1767
721,1028,195.1153
898,1029,206.0403
898,1030,243.0502
722,1031,243.0502
897,1032,253.8525
296,1033,227.7675
680,1034,214.3875
295,1035,177.3776
721,1036,177.3162
898,1037,177.3776
721,1038,203.4625
722,1039,206.0403
294,1040,205.9789
662,1041,202.3577
264,1042,163.4451
694,1043,161.78799999999995
673,1044,158.7805
264,1045,156.9392
869,1046,169.6441
293,1047,171.424
713,1048,172.5902
898,1049,186.3999
1405,1050,256.4303
690,1051,245.4439
722,1052,271.7743
898,1053,283.129
898,1054,283.129
898,1055,252.0112
1120,1056,278.403
898,1057,289.2052
727,1058,278.7099
721,1059,267.8463
677,1060,254.2821
722,1061,229.8543
1137,1062,244.5232
898,1063,255.0186
296,1064,228.9337
293,1065,205.3652
722,1066,205.3652
285,1067,153.0725
655,1068,138.1581
297,1069,138.2195
288,1070,137.9126
1410,1071,180.1395
898,1072,217.7632
691,1073,219.9727
898,1074,256.8599
722,1075,283.4972
288,1076,214.63299999999998
868,1077,212.7917
680,1078,212.1166
897,1079,212.0552
898,1080,222.8574
786,1081,253.4228
722,1082,244.4619
286,1083,220.2796
289,1084,182.9628
798,1085,176.8252
897,1086,183.6379
722,1087,183.6379
1140,1088,236.0533
722,1089,262.6293
897,1090,268.7055
289,1091,231.3887
722,1092,231.3887
722,1093,205.7334
898,1094,216.5357
288,1095,179.1575
722,1096,205.7334
664,1097,202.1736
295,1098,175.9659
257,1099,136.6237
898,1100,174.0633
3254,1101,329.4681
271,1102,305.3472
810,1103,336.956
285,1104,338.6745
251,1105,298.9641
294,1106,117.2902
293,1107,118.6404
669,1108,109.9864
897,1109,147.5487
254,1110,147.7328
290,1111,147.4873
296,1112,147.6714
292,1113,124.5325
722,1114,113.7917
682,1115,140.0607
722,1116,166.5753
722,1117,192.7216
1133,1118,244.3391
722,1119,244.3391
898,1120,257.5964
722,1121,257.5964
694,1122,255.8779
674,1123,227.7061
1138,1124,253.2387
846,1125,250.0471
722,1126,250.0471
667,1127,248.3899
721,1128,251.2746
898,1129,55.1159
721,1130,99.3683
685,1131,42.0428
1141,1132,112.0732
232,1133,126.3125
722,1134,170.6262
696,1135,213.3441
722,1136,215.615
259,1137,161.4811
1128,1138,216.4743
1122,1139,241.0248
698,1140,241.1475
722,1141,241.1475
665,1142,266.0663
722,1143,241.1475
722,1144,216.597
710,1145,217.3335
295,1146,191.1259
829,1147,201.1916
722,1148,201.1916
667,1149,197.8159
697,1150,197.018
846,1151,230.8363
722,1152,224.2691
722,1153,224.2691
719,1154,227.4606
722,1155,228.995
1139,1156,246.9783
847,1157,254.6503
296,1158,228.50400000000002
295,1159,202.4805
897,1160,213.2213
698,1161,186.1544
721,1162,178.4209
847,1163,212.2393
1140,1164,264.1023
722,1165,253.3614
274,1166,227.3379
289,1167,200.8233
898,1168,203.9535
295,1169,152.0905
722,1170,152.0905
897,1171,190.328
722,1172,216.9039
721,1173,206.0403
898,1174,243.0502
897,1175,253.7911
684,1176,240.7179
292,1177,214.3261
292,1178,187.9957
722,1179,177.1934
722,1180,166.4526
291,1181,142.3317
708,1182,167.8642
288,1183,167.6187
721,1184,167.5573
695,1185,165.9002
898,1186,203.1556
697,1187,202.4805
678,1188,226.4172
292,1189,200.0868
722,1190,201.74400000000003
293,1191,164.6113
897,1192,176.8865
721,1193,179.5257
834,1194,212.7917
722,1195,212.7917
265,1196,211.0731
721,1197,200.2709
719,1198,200.1482
828,1199,199.7799
814,1200,205.4265
295,1201,207.2678
722,1202,207.3292
870,1203,216.597
280,1204,182.9628
898,1205,188.1184
722,1206,214.3261
833,1207,221.1389
722,1208,212.0552
790,1209,243.3571
680,1210,229.9771
898,1211,240.7793
292,1212,207.5747
676,1213,204.7514
293,1214,174.2474
722,1215,176.8252
807,1216,171.2399
721,1217,197.5704
700,1218,199.0434
722,1219,225.3738
1122,1220,249.9243
669,1221,241.4544
652,1222,237.2195
722,1223,238.5697
722,1224,238.5697
722,1225,214.0192
898,1226,228.0744
295,1227,206.1631
898,1228,216.9653
721,1229,216.9039
719,1230,216.7198
294,1231,179.6485
722,1232,205.8562
898,1233,205.8562
676,1234,203.0943
294,1235,177.0093
843,1236,210.7049
660,1237,206.8996
266,1238,168.1097
674,1239,167.987
294,1240,167.987
662,1241,156.8779
699,1242,159.2715
660,1243,183.4538
294,1244,160.1308
670,1245,183.2083
293,1246,160.5604
833,1247,168.7849
897,1248,183.3311
221,1249,178.8506
722,1250,182.0422
293,1251,182.0422
1132,1252,200.3937
722,1253,189.6528
721,1254,220.34099999999998
282,1255,193.3354
898,1256,230.4681
722,1257,205.3038
276,1258,177.9299
281,1259,150.9244
722,1260,177.9299
722,1261,167.1277
265,1262,139.0787
847,1263,174.1246
722,1264,201.1916
722,1265,201.1916
722,1266,201.1916
291,1267,202.7873
294,1268,168.8462
898,1269,179.6485
722,1270,179.6485
722,1271,179.6485
286,1272,179.3416
226,1273,175.168
288,1274,137.7284
707,1275,136.8078
840,1276,144.0502
722,1277,170.8103
666,1278,197.8159
896,1279,235.1327
1140,1280,261.7086
673,1281,251.4588
721,1282,251.3974
295,1283,228.6268
896,1284,228.6268
722,1285,202.9715
3254,1286,361.3838
671,1287,358.3149
656,1288,380.4718
722,1289,369.7923
293,1290,343.4619
293,1291,161.7266
722,1292,164.8568
892,1293,179.3416
722,1294,179.3416
886,1295,215.7378
720,1296,241.9454
898,1297,252.7477
291,1298,215.8605
898,1299,226.6627
294,1300,190.328
685,1301,188.1798
294,1302,151.1085
714,1303,177.0707
673,1304,163.261
722,1305,189.5301
722,1306,191.801
898,1307,228.8723
296,1308,203.217
292,1309,179.8326
806,1310,184.9882
295,1311,158.7805
280,1312,120.85
264,1313,118.8859
704,1314,144.173
665,1315,135.5189
722,1316,161.7266
720,1317,188.7322
721,1318,216.7811
722,1319,217.8859
297,1320,195.2994
898,1321,206.1017
795,1322,210.7049
721,1323,210.7049
292,1324,184.3131
722,1325,210.398
283,1326,172.6516
722,1327,168.1711
848,1328,175.9659
290,1329,175.8432
290,1330,149.3286
672,1331,173.204
721,1332,173.1426
264,1333,137.2988
287,1334,137.1147
722,1335,163.6292
897,1336,177.4389
845,1337,185.0496
270,1338,185.4178
722,1339,212.1165
895,1340,222.7346
281,1341,184.9268
721,1342,177.3162
718,1343,204.8128
721,1344,204.7514
720,1345,194.0105
262,1346,192.8444
722,1347,192.9058
662,1348,189.4687
896,1349,200.2095
285,1350,173.5109
672,1351,198.6751
290,1352,172.1606
718,1353,175.5977
722,1354,164.9182
289,1355,165.1637
722,1356,168.2325
721,1357,194.6857
898,1358,205.7334
722,1359,205.7334
282,1360,205.3038
722,1361,205.3038
846,1362,212.9758
685,1363,199.9027
722,1364,199.9027
722,1365,226.9082
292,1366,200.5164
722,1367,192.9058
295,1368,168.96900000000005
898,1369,179.7712
722,1370,179.7712
719,1371,205.9789
847,1372,213.65099999999998
898,1373,250.6609
897,1374,250.5995
722,1375,250.5995
296,1376,224.6373
292,1377,190.5735
294,1378,153.5022
719,1379,142.5772
287,1380,115.8785
292,1381,115.633
898,1382,152.827
295,1383,152.8884
722,1384,153.0725
721,1385,179.7099
1135,1386,231.4501
295,1387,194.4402
722,1388,220.6479
294,1389,194.3788
898,1390,205.2424
797,1391,184.4972
722,1392,210.7049
292,1393,184.3131
288,1394,183.9448
720,1395,173.0198
896,1396,179.0961
898,1397,189.8983
242,1398,186.8295
1411,1399,255.7551
897,1400,266.6187
292,1401,229.5474
708,1402,217.8859
295,1403,221.1389
851,1404,186.7681
721,1405,175.9659
690,1406,200.3937
722,1407,201.2529
279,1408,200.2709
722,1409,192.3534
722,1410,192.4148
722,1411,194.3788
223,1412,163.752
720,1413,190.819
722,1414,190.81900000000002
898,1415,201.6212
898,1416,212.4234
722,1417,243.0502
294,1418,216.9039
294,1419,190.6349
706,1420,178.8506
721,1421,167.987
898,1422,178.7892
289,1423,178.4823
294,1424,178.4823
721,1425,179.403
727,1426,179.7712
276,1427,141.5952
894,1428,178.7278
293,1429,178.6664
722,1430,178.7278
721,1431,178.3596
294,1432,179.4643
722,1433,168.9076
670,1434,192.0465
722,1435,192.0465
294,1436,165.8388
856,1437,200.3323
288,1438,173.695
722,1439,176.8865
721,1440,176.8252
722,1441,203.0942
722,1442,194.8698
722,1443,221.5071
1140,1444,247.1624
722,1445,247.2238
898,1446,258.026
694,1447,256.3075
722,1448,256.3075
722,1449,230.6522
898,1450,241.4544
296,1451,204.5059
721,1452,206.16299999999998
660,1453,202.3577
898,1454,213.1599
721,1455,202.2963
658,1456,224.5146
898,1457,235.3782
676,1458,236.3602
898,1459,236.3602
722,1460,236.4216
722,1461,240.3497
835,1462,236.483
898,1463,250.1085
722,1464,239.3063
296,1465,213.1599
896,1466,223.8394
678,1467,214.2033
292,1468,177.0093
722,1469,177.0093
848,1470,210.889
898,1471,211.0118
721,1472,213.65099999999998
721,1473,239.9814
295,1474,213.7737
722,1475,206.0403
295,1476,169.0304
706,1477,168.1097
898,1478,178.9734
1339,1479,243.0502
693,1480,241.2703
685,1481,265.2071
722,1482,266.1891
1423,1483,298.4116
282,1484,233.5369
722,1485,235.3168
284,1486,210.7049
283,1487,183.7607
722,1488,140.7359
940,1489,181.1215
825,1490,187.4433
718,1491,214.0806
840,1492,248.2672
699,1493,246.8555
294,1494,207.2064
896,1495,211.5642
